Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Gafi Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://gafi.network/,,,,Gaming,,,❌ Not found,,,,,polkadot,https://parachains.info/,Gafi Network is the decentralized blockchain platform built for Game Finance industry. Gafi Network is the layer one blockchain that is built from Substrate; and we intend to be Kusama/Polkadot parachain to inherit the security of the Relay Chain. Gafi with specialized customization for Game Finance that solves most of the barriers current game finance facing is the cost of operating; securability; and scalability. Gafi Network provided the features and friendly interfaces that end-users; and builders easy to use and build with Gafi; we hope you enjoy playing the game and building with Gafi Network. W3F Grants: Gafi Network - The Network of Game Finance — Completed Links: Whitepaper App Status Announced Testing Parathread Polkadot Investors (1) CryptoViet Ventures Screenshots (1) Gafi Network Structure Developer Activity,
Idavoll Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://idavoll.network/,,,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,Idavoll Network is a cross-chain DAO protocol based on the Substrate development framework. Idavoll is supported by the Web3 Foundation Grant Program in November 2020. Any organization can create and manage a cross-chain DAO platform based on Idavoll Network. Idavoll Network strives to provide a general DAO service management platform to quickly help users create DAO organizations and manage the functions of decentralized organizations on the blockchain. Tokens: IDV W3F Grants: Decentralized organization platform — Completed Links: Token Metrics Status Announced Testing Parathread Polkadot Investors (13) ZBS Capital T ier 2 Magnus Capital T ier 2 Gate Ventures T ier 2 YBB Foundation T ier 3 Chain Capital T ier 3 Spark Digital Capital T ier 3 DFG T ier 3 7 O'Clock Capital T ier 3 Show more investors One Max Capital T ier 3 Gains Associates T ier 4 Oasis Capital T ier 4 BitBlock Capital BlockHunter Capital Developer Activity,
Idiyanale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://anagolay.network/idiyanale/,,https://twitter.com/idiyanaleNet,,Identity; Data; Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Idiyanale is a Canary network of Anagolay - a process-based decentralized Rights Management Framework and layer 0 infrastructure for the digital creative market 3.0. The Framework enables the creation of - Anagolay Workflows - transparent processes with immutable structure and deterministic build. With the help of Workflows; we can generate proofs and verify claims for Intelectual Property rights (Ownership; Copyright; Licenses). Idiyanale network comes with a set of Workflows; Verification Strategies and built-in economic incentives for all participants to kick-start the establishment of a practical; creative economy where the work of all contributors is encouraged and rewarded. This creative market economy shall emerge naturally and will be accommodated by Anagolay Network later on. With Idiyanale's first usecase (MVP); any verified online identity; like a web domain; Twitter handler; YouTube or GitHub account; or any Mastodon federated identity; can be used to send and receive funds: as community contributions to support a **verified** creator or a particular project. From the get-go; the tips can be sent in IDI (our native token). However; we are aiming to enable tips in any Substarte-based token. Later on; the integrations to enable tips in ERC20 tokens and fiat currencies will follow. Related Project: Anagolay Tokens: IDI W3F Grants: Project Idiyanale — Completed Multi-token community contributions for verified creators — Completed Links: Whitepaper Development portal Status Announced Testing Parathread Kusama Screenshots (3) Idiyanale tech highlights Idiyanale MVP platform Idiyanale MVP wallet Videos MVP Demo January 23; 2023 (00:01:04) Developer Activity,
Jur,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://jur.io/,,https://twitter.com/JurProject,,Network State; Governance,,,❌ Not found,,,,,polkadot,https://parachains.info/,Jur is a Layer 1 blockchain built with the Substrate framework that will become a parachain on the Polkadot Relay Chain through Cumulus. Jur’s runtime will offer a set of pallets that will allow the creation of censorship-resistant communities and empower them with a stack that allows them to eventually evolve in more mature forms of communities. Communities have a plethora of needs starting from: - aggregating members on a purpose/cause - being able to maintain a commonality over time - adding/removing members - managing economic activities within the community - facilitate trade between community members provide methods to handle disagreements Aside from this Jur has envisioned infrastructure bits for evolving online communities into more complex forms of community: a Nation and a State. Eventually Jur’s stack supports the entire journey of a community starting just as a set of members sharing common values; transitioning into a Nation based out of a territory (that can be both digital and physical) and a State with eventually its own government and diplomatic recognition by existing States. Tokens: JUR Links: Documentation Status Announced Testing Parathread Polkadot Events Sep 21; 2023 at 11:00 UTC Jur Presents Draper Nation: The World's First Bitcoin-Native Digital Nation Feb 17; 2023 at 14:00 UTC Learn with Jur: Polkadot Crowdloans Investors (4) Fenbushi Capital T ier 2 Scytale Ventures T ier 4 Draper Associates T ier 4 Rascal Republic Videos Unlocking the power of decentralized governance | Polkadot Decoded 2023 July 10; 2023 (00:17:29) Learn with Jur: Polkadot Crowdloans February 17; 2023 (00:28:35),
Konomi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,http://konomi.network/,,https://twitter.com/KonomiNetwork,,DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Konomi is a full suite asset management solution for cross-chain crypto assets. Using Substrate as the development framework; the network aims to support more assets in the Polkadot ecosystem. Users could manage their crypto holding positions; trade assets and earn interest through decentralised money market products. Konomi also issues its native network token in order to kick start liquidity and decentralised governance. Tokens: KONO W3F Grants: Pool Lending Module — Completed Links: Whitepaper Status Announced Testing Parathread Polkadot Investors (26) CMS Holdings T ier 2 FBG Capital T ier 2 LD Capital T ier 2 GBV T ier 2 PetRock Capital T ier 2 Double Peak T ier 2 Moonwhale Ventures T ier 3 AU21 Capital T ier 3 Show more investors DFG T ier 3 Coin98 Ventures T ier 3 Lotus Capital T ier 3 Titans Ventures T ier 3 Blocksync Ventures T ier 3 Altonomy T ier 3 Tenzor Capital T ier 3 Cinchblock T ier 3 BTA Ventures T ier 3 Candaq T ier 4 Four Seasons Ventures T ier 4 Alves Ventures T ier 4 BTX Capital T ier 4 Drops Ventures T ier 4 Zonff T ier 4 1PAR Capital T ier 5 Amplifi Capital Partners (10) Apron Network Crab Network Darwinia Dora Factory Heima (Litentry) Litmus Paralink Network Standard Protocol Tidal Finance Uniarts Network Developer Activity,
Mangata,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://mangata.finance/,,,,DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,A cross-chain AMM (automated market maker) DEX (decentralized exchange) with low fixed-fees; without additional network fees; resistant to front-running and MEV (miner extractable value). Related Project: Mangata X Tokens: MGA Links: App Docs Status Announced Testing Parathread Polkadot Investors (9) Polychain Capital T ier 1 CMS Holdings T ier 2 IOSG T ier 2 Signum Capital T ier 3 Figment Capital T ier 3 ZMT Capital T ier 3 TRG Capital T ier 3 Altonomy T ier 3 AngelDAO T ier 3 Partners (2) Ava Protocol (OAK Network) Composable Finance Screenshots (1) Roadmap Videos (8) Acurast: Bringing Data Oracles to Polkadot & Mangata Crowdloan Announcement January 17; 2023 (00:57:06) Roadmap Update 2022-11 November 1; 2022 (00:41:28) Building an Economic Base for Dotsama w/ Dan Reecer (Acala) June 21; 2022 (00:48:57) Show more videos Automating Yield March 14; 2022 (00:55:39) Joe Petrowski (Statemine) at Mangata Monday January 31; 2022 (00:49:21) The Mangata Playbook - Part 1 January 28; 2022 (00:23:44) Introduction to Proof-of-Liquidity November 12; 2021 (00:10:59) What is Mangata? October 22; 2021 (00:09:15) Developer Activity,
MathChain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.mathwallet.org/mathchain/en/,,,,SmartContracts,,,❌ Not found,,,,,polkadot,https://parachains.info/,Based on the 1M+ MathWallet users; MathChain is focusing on smart wallet; massive adoption; go-to-market and inclusive blockchain applications and will be a decentralized permissionless parachain powered L2; that allows easy interoperaibility with Polkadot / Ethereum / BSC / Filecoin / Rollups / EVM side chains. MathChain has been selected as one of the 'Parity Substrate Builders Program' projects. Tokens: MATH Links: Wiki Whitepaper Token Introduction Status Announced Testing Parathread Polkadot Investors (8) MULTICOIN CAPITAL T ier 1 Binance Labs T ier 1 NGC Ventures T ier 2 Fenbushi Capital T ier 2 DHVC T ier 2 Fundamental Labs T ier 3 Capital6 Eagle T ier 4 Alameda Research Partners (8) Automata Network Bifrost Kusama Bifrost Polkadot Calamari Network Coinversation Darwinia DEGO Finance Manta Network Developer Activity,
Phyken Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.phyken.network,,https://twitter.com/phyken_network,,Infrastructure; AI; DeFi; Data; Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Phyken Network is a Layer 1 app-chain and DeFi protocol on Polkadot; building an RWA asset fractionalization protocol; particularly emphasizing #GRWA: renewable energies and solar power on the blockchain. Phyken Network solutions for RWA complexities: ✅ Phyken ID: Authenticity via DIDs & verifiable credentials. ✅ AI-based Compliance Engine: Assurance of regulatory adherence. ✅ Attester Infrastructure: Validation of owners; assets; and investors. ✅ Third-Party Permissionless Audit Framework: Transparent on-chain records for security & efficiency. Status Announced Testing Parathread Polkadot Screenshots (1) Developer Activity,
PolkaFoundry,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://polkafoundry.com,,https://twitter.com/polkafoundry,,DeFi; SmartContracts,,,❌ Not found,,,,,polkadot,https://parachains.info/,PolkaFoundry is a platform for building borderless and frictionless DeFi dApps on Polkadot. It aims to be the one-stop production hub for DeFi dApps with all the necessary features; services; integrations; and tools available for DeFi experiments; innovations; and real-world solutions. Taking advantage of the interoperability and scalability of Polkadot as well as integrating many DeFi-friendly services into the platform; PolkaFoundry also provides UX-enabling features that make dApps as easy to use as normal applications and bring dApps to the mass. Related Project: PolkaSmith Tokens: PKF Links: Project Overview Token Metrics Status Announced Testing Parathread Polkadot Investors (29) Morningstar Ventures T ier 2 Magnus Capital T ier 2 Icetea Labs T ier 2 OKX Ventures T ier 2 Mapleblock Capital T ier 3 Moonwhale Ventures T ier 3 AU21 Capital T ier 3 Signum Capital T ier 3 Show more investors Spark Digital Capital T ier 3 Youbi Capital T ier 3 DFG T ier 3 Raptor Capital T ier 3 Master Ventures T ier 3 Lotus Capital T ier 3 Rarestone Capital T ier 3 X21 Digital T ier 3 Blocksync Ventures T ier 3 BlackEdge Capital T ier 3 Basics Capital T ier 3 Vendetta Capital T ier 3 Duck DAO T ier 3 HG Ventures T ier 3 Avstar Capital T ier 3 One Max Capital T ier 3 CryptoDormFund T ier 3 FOMOcraft T ier 4 Momentum 6 T ier 5 PNYX Ventures T ier 5 Partners (7) Apron Network Kylin Network MANTRA Paralink Network Phala Network Pichiu Tidal Finance Screenshots (1) Developer Activity,
PolkaSmith,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://polkafoundry.com,,https://twitter.com/polkafoundry,,DeFi; SmartContracts,,,❌ Not found,,,,,polkadot,https://parachains.info/,Like PolkaFoundry; PolkaSmith will be a one-stop production hub for creating borderless and frictionless DeFi & NFT applications. However; PolkaFoundry is implemented on the Polkadot Network to serve enterprises and B2B applications that require high stability and dependability. Meanwhile; PolkaSmith; which is implemented on Kusama Network; is more suitable for early-stage startups that need to grow quickly and easily experiment with bold new ideas. Related Project: PolkaFoundry Tokens: PKS Status Announced Testing Parathread Kusama Investors (23) Magnus Capital T ier 2 Icetea Labs T ier 2 AU21 Capital T ier 3 Signum Capital T ier 3 Spark Digital Capital T ier 3 Youbi Capital T ier 3 DFG T ier 3 Raptor Capital T ier 3 Show more investors Master Ventures T ier 3 Lotus Capital T ier 3 Rarestone Capital T ier 3 X21 Digital T ier 3 Blocksync Ventures T ier 3 BlackEdge Capital T ier 3 Basics Capital T ier 3 Vendetta Capital T ier 3 Duck DAO T ier 3 One Max Capital T ier 3 CryptoDormFund T ier 3 FOMOcraft T ier 4 Momentum 6 T ier 5 PNYX Ventures T ier 5 Partners (7) Apron Network Kylin Network MANTRA Paralink Network Phala Network Pichiu Tidal Finance Screenshots (1) Developer Activity,
Shadows Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://shadows.link/,,https://twitter.com/shadows_defi,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,Shadows is a decentralized synthetic asset issuance protocol developed based on Substrate. These synthetic assets are guaranteed by the Shadows Network pass DOS. As long as DOS is locked in a smart contract; synthetic assets can be issued. Unique debt pool design mechanism. The transaction of synthetic assets is essentially a transfer between debts. The smart contract automatically executes the conversion of a synthetic asset into another synthetic asset. There is no need for an order book; no counterparty; and no Liquidity and transaction slippage issues. Tokens: DOWS W3F Grants: Shadows Network: synthetic assets — Terminated Links: Whitepaper Tokenomics Status Announced Testing Parathread Polkadot Investors (27) NGC Ventures T ier 2 GBV T ier 2 Pluto T ier 2 Waterdrip Capital T ier 3 Chain Capital T ier 3 AU21 Capital T ier 3 DFG T ier 3 A195 T ier 3 Show more investors DeltaHub T ier 3 3Commas T ier 3 Master Ventures T ier 3 Blocksync Ventures T ier 3 Basics Capital T ier 3 Duck DAO T ier 3 One Max Capital T ier 3 Innovion T ier 3 JRR Crypto T ier 4 Bitcoin.com T ier 4 Consensus Lab T ier 4 Alphabit T ier 4 Candaq T ier 4 Oasis Capital T ier 4 Cryptomeria capital T ier 4 Alves Ventures T ier 4 Alameda Research BlockHunter Capital Blue Archer Trust Partners (3) Kylin Network Linear Pichiu Screenshots (1),
SherpaX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://chainx.org/en/,,https://twitter.com/chainx_org,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,SherpaX; an independent research and development network where new innovative ideas and technological experiments of ChainX will be first carried out on. Related Project: ChainX Tokens: KSX Status Announced Testing Parathread Kusama Investors (5) KR1 T ier 2 Fundamental Labs T ier 3 DRF T ier 4 In Square Ventures WEB3 Venture Capital Partners (3) Calamari Network Darwinia Manta Network Developer Activity,
Societal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.sctl.xyz/,,https://twitter.com/societal_xyz,,DAO,,,❌ Not found,,,,,polkadot,https://parachains.info/,Societal is a DAO infrastructure platform; building a substrate parachain. It will enable communities to build and scale decentralized organizations via a B2B SaaS product. Leveraging Polkadot’s shared security and cross-chain communication; Societal will incorporate novel primitives from integrated DeFi; Privacy; and Identity blockchains. All DAOs operating on the Societal network will have access to an ecosystem of connected third-party tooling via an integrated DAO DApp Store. W3F Grants: Societal Saas Pricing — Completed Societal - MVP - Phase 1 — Completed Societal - MVP - Phase 2 — Completed Links: Whitepaper Docs Status Announced Testing Parathread Polkadot Developer Activity,
Standard Protocol,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.standardweb3.com,,https://twitter.com/standardweb3,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,Standard Protocol is Polkadot's stablecoin for synthetic assets; building a new paradigm for a liquidity aggregation platform. Unlike most existing algorithmic stablecoins; Standard rebases its stablecoin supply in each era. It will act as the catalyst for other parachains' financial activities; enabling leverage trading and arbitrage in AMM created from liquidation. It will also open a protocol for a synthetic asset market with a decentralized oracle ecosystem. Related Project: Unorthodox Tokens: STND W3F Grants: Signac - a monorepo plugin for developing multiple Parity ink! smart contracts — Completed A collateralized algorithmic stablecoin protocol for synthetic assets — First delivery New Order - a full onchain orderbook dex with indexers — Terminated Links: Whitepaper 2.0 Status Announced Testing Parathread Polkadot Investors (31) NGC Ventures T ier 2 CMS Holdings T ier 2 Genblock Capital T ier 2 KuCoin Labs T ier 2 Illusionist Group T ier 3 Moonwhale Ventures T ier 3 AU21 Capital T ier 3 Spark Digital Capital T ier 3 Show more investors Youbi Capital T ier 3 DFG T ier 3 A195 T ier 3 Master Ventures T ier 3 Lotus Capital T ier 3 7 O'Clock Capital T ier 3 Rarestone Capital T ier 3 Blocksync Ventures T ier 3 Avstar Capital T ier 3 Three M Capital T ier 3 PrimeBlock Ventures T ier 3 BTA Ventures T ier 3 Node Capital T ier 4 Four Seasons Ventures T ier 4 Signal Ventures T ier 4 D64 Ventures T ier 4 Momentum 6 T ier 5 Phoenix VC T ier 5 Chronos Ventures T ier 6 BitBlock Capital Linkpad Dext Force Ventures Blue Archer Trust Partners (2) Darwinia Konomi Videos Building Algorithmic Stablecoin at the Highest Standard May 20; 2021 (00:18:18) Developer Activity,
Subspace,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.subspace.network/,,https://twitter.com/NetworkSubspace,,Data,,,❌ Not found,,,,,polkadot,https://parachains.info/,The Subspace Network is a scalable platform for storage and computation designed to maximize vertical and horizontal scalability without compromising security or decentralization by combining its own novel PoAS consensus algorithm with a host of cutting-edge academic proposals. Links: Whitepaper Status Announced Testing Parathread Polkadot Investors (25) Pantera Capital T ier 1 Coinbase Ventures T ier 1 NGC Ventures T ier 2 IOSG T ier 2 KR1 T ier 2 Hypersphere T ier 2 Gate Ventures T ier 2 OKX Ventures T ier 2 Show more investors Krypital T ier 3 Illusionist Group T ier 3 Crypto.com Capital T ier 3 Bixin Ventures T ier 3 Consensys Mesh T ier 3 Alumni Ventures Group T ier 3 D1 Ventures T ier 3 Vendetta Capital T ier 3 GSR Ventures T ier 3 Stratos Technologies T ier 3 Dealean Capital T ier 3 Eniac Ventures T ier 3 Candaq T ier 4 Cabin VC T ier 4 Definancex T ier 4 Republic Labs OneBoat Capital Developer Activity,
Tangle Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tangle.tools,,https://twitter.com/tangle_network,,Oracle; Bridge; Identity; Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Tangle is an MPC-as-a-service restaking blockchain infrastructure empowering cross-chain and zero-knowledge applications development. Tangle natively supports various multi-party computation primitives and zero-knowledge proving services that facilitate the development of new applications; particularly in the privacy-preserving space. From threshold signature schemes that target most blockchain ecosystems to zero-knowledge proving services; the network facilitates a core infrastructure for any ZK or signature based application across multiple ecosystems. Tangle's restaking system is directly integrated into its MPC-as-a-Service infrastructure. Validators can restake directly on the set of roles available to them in the runtime; with each role representing an eligible service. This mechanism incentivizes validators to provide high-quality MPC services by rewarding them with TNT. Restakers and their delegates earn fees for all jobs completed and programmatic slashing allows malicious behavior to be caught and reported to maintain crypto-economic security. Tokens: TNT Status Announced Testing Parathread Kusama Investors (3) Polychain Capital T ier 1 CMS Holdings T ier 2 Lemniscap T ier 3 Videos Cross-chain ZK Messaging - Drew Stone (Webb) February 2; 2023 (00:41:49) Developer Activity,
Ternoa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.ternoa.com/,,https://twitter.com/ternoa_,,NFT,,,❌ Not found,,,,,polkadot,https://parachains.info/,Ternoa allows you to create time capsules from your smartphone and easily with images; videos or messages. Each time capsule is encrypted and decentralized stored on the Ternoa blockchain for the purpose of transferring it to beneficiaries. Tokens: CAPS Links: Whitepaper Litepaper Status Announced Testing Parathread Polkadot Events Mar 19; 2023 at 23:00 UTC Paris Blockchain Week Investors (10) Morningstar Ventures T ier 2 Gate Ventures T ier 2 DAO Maker T ier 2 Waterdrip Capital T ier 3 DFG T ier 3 Master Ventures T ier 3 SevenX Ventures T ier 3 ArkStream Capital T ier 3 GD10 Ventures T ier 3 LVT Capital T ier 4 Partners (1) Kylin Network Videos Ternoa; transmit your present to your future March 15; 2021 (00:01:01) Developer Activity,
Uniarts Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://uniarts.network,,https://twitter.com/UniartsNetwork,,NFT,,,❌ Not found,,,,,polkadot,https://parachains.info/,Uniarts is a substrate based blockchain network for NFT creation; auction and circulation. With its own industry level NFT creation tool and cross-chain solution; Uniarts aim to become the major gateway between business; individual or even A.I creators and blockchain networks; hence bring their unique artworks into an united NFT platform. Key Features 1.NFT Maker SDK NFT Maker SDK Tool is a set of plug-in tools for mainstream editor software; such as Photoshop; Cubism Editor; and Final Cut Pro. It can transfer pictures; videos & audios or even animated Interactive 2D illustrations & 3D models into NFTs and publish it on the Uniarts network directly from editor software. 2.Cross-Chain Bridge Super-light node implementation with smart contract and evm to allow correspond asset freeze and issuance across heterogeneous blockchain networks; support ERC 721 & 1155 standard NFT transfer two-way cross-chain transfer. 3.DAO Governance Uniarts Network developed with DAO model that enables collective governance of resources; registries; or rules... Members can initial and vote on proposals; or ever provide grant to inspire artists to publish their work on Uniarts. 4.NFT Mart SDK Abstract from Uniarts’ auction house DAPP; NFT Mart SDK provide a framework for any team that has vision and resources to develop their own NFT market DAPP without deep blockchain knowledge. Status Announced Testing Parathread Polkadot Partners (1) Konomi Developer Activity,
Unit Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.unit.network/,,https://twitter.com/theunitnetwork,,DAO; DeFi; Exchange; Bridge; NFT,,,✅ Found,Unit Network,id1748953867-5xYMwNyzTdSRT0Ptjd7jtQ,https://admin.thegrid.id/profiles/?rootId=id1748953867-5xYMwNyzTdSRT0Ptjd7jtQ,Name: Profile,polkadot,https://parachains.info/,Unit Network is a decentralised economic and social networking infrastructure that allows you to create new communities; new companies and new currencies. It is the unification of transparent finance; individual sovereignty and peer-to-peer commerce creating a turnkey solution for global inequity; what we call the token economy. Launching on Polkadot’s multi-chain architecture; Unit Network's easy-to-use token-building tools warrant anyone to seamlessly create and manage a digital token ecosystem to represent the value of an industry; city; business; brand; personal identity; idea; or anything else one can imagine. Unit Network enables this IP to become extremely liquid / tradable on a decentralised application accessible to anyone in the world. The Unit Network infrastructure unlocks enormous potential of people all over the world by providing real world utility for the value currently locked in digital assets like Bitcoin. As revolutionary as they are; none have successfully delivered a more egalitarian financial system or marketplace for an everyday user. With the innovative features offered by Unit Network; users are able to make better use of existing digital assets like Bitcoin by using them as a backing; providing a - transparent - underlying value to more dynamic tokens users can now create. This tightly woven infrastructure remakes outdated finance and accounting models; ensures free flow of worldwide value; and unleashes global human cooperation at scale. At its core; Unit Network is leading the next major wave in global crypto asset adoption; empowering personal ownership and sovereignty regardless of age; geography; race; or gender. Unit Network brings us together; once and for all. Related Project: Alpha Network Links: Docs Status Announced Testing Parathread Polkadot Videos Unit: Token Economy of the Future | Michael Healy December 15; 2021 (00:48:04) Developer Activity,
Valiu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.valiu.com/,,https://twitter.com/Valiucom,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,Building digital USD savings accounts with cross-border transfers. Links: Youtube Instagram Status Announced Testing Parathread Kusama Investors (5) Y Combinator T ier 1 IDEO CoLab T ier 2 Blockchange Ventures T ier 3 Castle Island Ventures T ier 4 Soma Capital T ier 5,
Acuity Social,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://acuity.social,,https://twitter.com/acuity_social,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,Smart contract platform for decentralized content. It is fully public. It cannot be censored and no one can be prevented from participating. It is fully programmable at every level. It is a protocol for interconnected content apps that empower the individual. Migration from Ethereum to Polkadot on 09012020 https://acuity.social/regenesis Tokens: ACU Status Announced Testing Parathread Kusama Screenshots (2) Developer Activity,
Akropolis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://akropolis.io/,,https://twitter.com/akropolisio,,DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Akropolis is a domain-specific financial protocol dedicated to the needs of the informal bank-less economy. It can be implemented on any blockchain with a Turing-complete virtual machine. Our proposed initial implementation is on the Ethereum blockchain. Within Akropolis; users are free to choose decentralized smart contract-based self-custody or nominate a regulated custodian. The protocol or its team do; and will not store user data or engage in regulated activities such as facilitating or promoting investment activities. Tokens: AKRO W3F Grants: PolkaHub — Heroku-like infrastructure for node deployment — Completed Links: Roadmap Status Announced Testing Parathread Polkadot Investors (12) SPARTAN T ier 1 Kenetic T ier 2 IDEO CoLab T ier 2 LedgerPrime T ier 3 Digital Strategies T ier 3 BlockArk T ier 4 Blockground Capital T ier 5 Alameda Research Show more investors Based Ventures NueValue Capital Warp Drive Zorax Capital Partners (1) Reef Developer Activity,
Anagolay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://anagolay.network/,,https://twitter.com/AnagolayNet,,Identity; Data; Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Anagolay is a layer 0 framework for the creation of deterministic; tamper-proof; impartial; and transparent processes that can be applied to verify the rightfulness of a claim for any relation or right. The Framework enables the creation of - Anagolay Workflows - transparent processes with immutable structure and deterministic build. With the help of Workflows; we can generate proofs and verify claims for Intelectual Property rights (Ownership; Copyright; Licenses). Anagolay network comes with a set of Workflows; Verification Strategies and built-in economic incentives for all participants to kick-start the establishment of a practical; creative economy where the work of all contributors is encouraged and rewarded. This creative market economy shall emerge naturally and will be accommodated by Anagolay Network later on. With our 1st use case; any verified online identity; like a web domain; Twitter handler; YouTube or GitHub account; or any Mastodon federated identity; can be used to send and receive funds: as community contributions to support a **verified** creator or a particular project. From the get-go; the tips can be sent in IDI (our native token). However; we are aiming to enable tips in any Substarte-based token. Later on; the integrations to enable tips in ERC20 tokens and fiat currencies will follow. Related Project: Idiyanale W3F Grants: Multi-token community contributions for verified creators — Completed Project Idiyanale — Completed Links: Whitepaper Development portal Status Announced Testing Parathread Polkadot Screenshots (3) Anagolay MVP platform Anagolay MVP extension Anagolay tech highlights Developer Activity,
Automata Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.ata.network/,,https://twitter.com/AutomataNetwork,,Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Privacy is always one of the primary concerns when users move their data from a centralized entity to a decentralized system. ADVANCA; a privacy-preserving general-purpose compute/storage infrastructure for Dapps; enables developers to build any existing web/mobile apps or new apps in a decentralized manner. Tokens: ATA Links: Whitepaper Status Announced Testing Parathread Kusama Investors (15) Binance Labs T ier 1 Jump Trading T ier 2 IOSG T ier 2 Jump Crypto T ier 2 Divergence Ventures T ier 2 KR1 T ier 2 Jump Capital T ier 2 GBV T ier 2 Show more investors ZBS Capital T ier 2 SNZ Holding T ier 3 Signum Capital T ier 3 Longhash Ventures T ier 3 Kernel Ventures T ier 3 Berkeley Blockchain Xcelerator T ier 4 Alameda Research Partners (8) Astar Celer Network Clover Finance Crust Network Heima (Litentry) Litmus MathChain Moonbeam Videos Automata Network: Web 3.0 Realized with Traceless Privacy and Seamless May 19; 2021 (00:11:23) Developer Activity,
